release_agency,species,run,brood_year,release_year,first_release_date,last_release_date,mean_release_date,release_stage,rearing_type,avg_weight,avg_length,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,total_release
WDFW,chinook,3,1972,1973,6/11/1973,6/11/1973,162,S,H,5.66,79.79170965,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,98720
WDFW,chinook,5,1972,1973,6/13/1973,6/13/1973,164,S,H,4.39,73.45548447,FINCH CR     16.0222,HOODSPORT HATCHERY,HOOD CANAL X WHITE,WA,HOOD,SKDO,61000
WDFW,chinook,3,1972,1973,6/19/1973,6/19/1973,170,S,H,3.87,70.50095513,SAMISH R     03.0005,SAMISH HATCHERY,CLARK CR X MINTER CR,WA,NOWA,BESA,493974
WDFW,chinook,1,1972,1973,6/19/1973,6/19/1973,170,S,H,5.26,77.9099355,SKYKOMISH R -SF (07),WALLACE R HATCHERY,SNOHOMISH R  07.0012,WA,NPS,SNOH,85145
WDFW,chinook,3,1972,1973,6/19/1973,6/19/1973,170,S,H,4.04,71.49482113,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,1193920
WDFW,chinook,3,1972,1973,6/19/1973,6/19/1973,170,S,H,3.77,69.90250658,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,MPS,PUYA,225960
WDFW,chinook,5,1972,1973,6/19/1973,6/19/1973,170,S,H,4.11,71.89586428,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,HUMPTULIPS R 22.0004,WA,MPS,PUYA,69190
WDFW,chinook,5,1972,1973,6/19/1973,6/19/1973,170,S,H,4.39,73.45548447,HOKO R       19.0148,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,206000
WDFW,chinook,5,1972,1973,6/19/1973,6/19/1973,170,S,H,6.12,81.84797032,SEKIU R      19.0203,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,51800
WDFW,chinook,5,1972,1973,6/19/1973,6/19/1973,170,S,H,4.87,75.97984768,HOKO R       19.0148,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,102300
WDFW,chinook,5,1972,1973,6/19/1973,6/19/1973,170,S,H,6.04,81.49803264,PYSHT R      19.0113,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,48750
WDFW,chinook,5,1972,1973,6/19/1973,6/19/1973,170,S,H,4.87,75.97984768,CLALLAM R    19.0129,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,65100
WDFW,chinook,5,1972,1973,6/20/1973,6/20/1973,171,S,H,6.29,82.58147213,CLALLAM R    19.0129,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,107000
WDFW,chinook,5,1972,1973,6/20/1973,6/20/1973,171,S,H,4.53,74.21022016,PYSHT R      19.0113,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,2.00E+05
WDFW,chinook,5,1972,1973,6/20/1973,6/20/1973,171,S,H,6.04,81.49803264,SALT CR      19.0007,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,48750
WDFW,chinook,5,1972,1973,6/20/1973,6/20/1973,171,S,H,4.82,75.72494807,SALT CR      19.0007,SOLDUC HATCHERY,FINCH CR     16.0222,WA,JUAN,LYHO,90240
WDFW,chinook,3,1972,1973,6/21/1973,6/21/1973,172,S,H,5.15,77.37560789,MAY CR       07.0943,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,14315
WDFW,chinook,3,1972,1973,9/3/1973,9/3/1973,246,S,H,28.34,134.8220422,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,49533
WDFW,chinook,3,1972,1973,9/4/1973,9/4/1973,247,S,H,26.06,131.1897192,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,WA,SPS,EKPS,237363
COOP,chinook,3,1972,1973,12/4/1973,12/4/1973,338,S,H,56.68,168.9601728,CARR INLET       13A,STEILACOOM MARINA NP,MINTER CR    15.0048,WA,SPS,EKPS,31300
WDFW,chinook,3,1972,1974,3/1/1974,3/1/1974,60,S,H,45.34,157.1141749,FRIDAY CR    03.0017,SAMISH HATCHERY,CLARK CR X MINTER CR,WA,NOWA,BESA,28683
WDFW,chinook,5,1972,1974,3/4/1974,3/4/1974,63,S,H,45.35,157.1254578,HOKO R       19.0148,SOLDUC HATCHERY,HOOD CANAL X WHITE,WA,JUAN,LYHO,41650
WDFW,chinook,3,1972,1974,3/4/1974,3/4/1974,63,S,H,141.76,227.7320508,GIG HARBOR PENS,SOUTH SOUND NET PENS,WASHINGTON - GENERAL,WA,MPS,EKPN,12904
WDFW,chinook,3,1972,1974,3/4/1974,3/4/1974,63,S,H,156.4,235.1380442,NARROWS MARINA PENS,SOUTH SOUND NET PENS,WASHINGTON - GENERAL,WA,SPS,CHAM,16469
WDFW,chinook,5,1972,1974,3/5/1974,3/5/1974,64,S,H,45.35,157.1254578,SALT CR      19.0007,SOLDUC HATCHERY,HOOD CANAL X WHITE,WA,JUAN,LYHO,35700
COOP,chinook,3,2000,2002,4/1/2002,4/1/2002,91,Y,H,45.35,157.1254578,EAST SOUND BAY (SAN),GLENWOOD SPRINGS,GLENWOOD SPRINGS,WA,NOWA,SJUA,2.00E+05
COOP,chinook,3,1972,1974,3/6/1974,3/6/1974,65,S,H,197.2,253.5734664,CASE INLET       13K,SQUAXIN ISLAND PENS,WASHINGTON - GENERAL,WA,SPS,EKPS,24430
WDFW,chinook,3,1972,1974,3/7/1974,3/7/1974,66,S,H,56.69,168.969879,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,WA,SPS,EKPS,88152
COOP,chinook,3,1972,1974,3/7/1974,3/7/1974,66,S,H,188.99,250.0864163,CASE INLET       13K,SQUAXIN ISLAND PENS,WASHINGTON - GENERAL,WA,SPS,EKPS,17422
WDFW,chinook,3,1972,1974,3/15/1974,3/15/1974,74,S,H,49.3,161.4570154,FRIDAY CR    03.0017,SAMISH HATCHERY,CLARK CR X MINTER CR,WA,NOWA,BESA,56805
WDFW,chinook,1,1972,1974,3/16/1974,3/16/1974,75,S,H,69.77,180.7875612,DUNGENESS R  18.0018,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,30381
WDFW,chinook,3,1972,1974,3/19/1974,3/19/1974,78,S,H,50.42,162.642376,DUNGENESS R  18.0018,DUNGENESS HATCHERY,FINCH CR     16.0222,WA,JUAN,ELDU,156987
WDFW,chinook,1,1972,1974,4/3/1974,4/3/1974,93,S,H,39.77,150.5493069,SKYKOMISH R  07.0012,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,5279
COOP,chinook,3,1972,1974,4/6/1974,4/6/1974,96,S,H,85.57,193.2129714,LANGLEY NET PENS,SOUTH WHIDBEY SALMON,WASHINGTON - GENERAL,WA,NPS,WICI,9100
COOP,chinook,3,1972,1974,4/7/1974,4/7/1974,97,S,H,129.58,221.1666242,LANGLEY NET PENS,SOUTH WHIDBEY SALMON,WASHINGTON - GENERAL,WA,NPS,WICI,7501
WDFW,chinook,3,1972,1974,4/10/1974,4/10/1974,100,S,H,66.69,178.1491085,CAPITOL LK (THUR),CAPITOL LK REARING,FINCH CR     16.0222,WA,SPS,DES,319039
WDFW,chinook,3,1972,1974,4/15/1974,4/15/1974,105,S,H,90.71,196.9180791,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,41451
COOP,chinook,3,1972,1974,5/3/1974,5/3/1974,123,S,H,56.69,168.969879,TULALIP CR   07.0001,SKYKOMISH +TULALIP H,WASHINGTON - GENERAL,WA,NPS,SNOH,445200
WDFW,chinook,3,1960,1961,9/9/1961,9/9/1961,252,G,H,2.77,63.22718208,ELWHA R      18.0272,DUNGENESS HATCHERY,ELWHA R      18.0272,WA,JUAN,ELDU,40750
WDFW,chinook,3,1972,1974,5/22/1974,5/22/1974,142,S,H,26.67,132.1818719,ELWHA R      18.0272,DUNGENESS HATCHERY,ELWHA R      18.0272,WA,JUAN,ELDU,48537
WDFW,chinook,3,1973,1974,1/31/1974,1/31/1974,31,F,H,0.37,32.82580889,KENDALL CR   01.0406,KENDALL CR HATCHERY,MAY CR       07.0943,WA,NOWA,NOOK,238250
WDFW,chinook,3,1973,1974,2/20/1974,2/20/1974,51,F,H,0.44,34.73115018,MAY CR       08.0282,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,174580
WDFW,chinook,3,1973,1974,2/20/1974,2/20/1974,51,F,H,0.44,34.73115018,CATT LK       (11),SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,SPS,NISQ,85000
WDFW,chinook,3,1973,1974,2/26/1974,2/26/1974,57,G,H,0.72,40.77220265,RAGING R     07.0384,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,NPS,SNOH,1041600
WDFW,chinook,3,1973,1974,3/2/1974,3/2/1974,61,F,H,0.44,34.73115018,SNOQUALMIE-SF 7.0467,SOOS CREEK HATCHERY,ISSAQUAH CR  08.0178,WA,NPS,SNOH,250000
WDFW,chinook,3,1973,1974,3/5/1974,3/5/1974,64,F,H,0.44,34.73115018,TOLT R -SF   07.0302,SOOS CREEK HATCHERY,ISSAQUAH CR  08.0178,WA,NPS,SNOH,450000
WDFW,chinook,3,1973,1974,3/6/1974,3/6/1974,65,F,H,0.44,34.73115018,LTL MASHEL R 11.0102,SOOS CREEK HATCHERY,ISSAQUAH CR  08.0178,WA,SPS,NISQ,450000
WDFW,chinook,3,1973,1974,3/6/1974,3/6/1974,65,F,H,0.44,34.73115018,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,DUWA,2.00E+05
WDFW,chinook,3,1973,1974,3/6/1974,3/6/1974,65,F,H,0.44,34.73115018,NISQUALLY R  11.0008,SOOS CREEK HATCHERY,ISSAQUAH CR  08.0178,WA,SPS,NISQ,4.00E+05
WDFW,chinook,3,1973,1974,3/11/1974,3/11/1974,70,F,H,0.53,36.90093464,STILLAGUAMISH R -SF,MARBLEMOUNT HATCHERY,FINCH CR     16.0222,WA,NPS,STIL,1793131
WDFW,chinook,3,1973,1974,3/12/1974,3/12/1974,71,F,H,0.46,35.23752869,STILLAGUAMISH R -NF,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,NPS,STIL,716830
WDFW,chinook,3,1973,1974,4/16/1974,4/16/1974,106,G,H,0.69,40.21105626,S PRAIRIE CR 10.0429,VOIGHTS CR HATCHERY,FINCH CR     16.0222,WA,MPS,PUYA,103684
WDFW,chinook,3,1973,1974,4/17/1974,4/17/1974,107,G,H,0.69,40.21105626,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,FINCH CR     16.0222,WA,MPS,PUYA,1199772
WDFW,chinook,3,1973,1974,4/17/1974,4/17/1974,107,G,H,0.69,40.21105626,CARBON R     10.0413,VOIGHTS CR HATCHERY,FINCH CR     16.0222,WA,MPS,PUYA,104972
WDFW,chinook,3,1973,1974,4/25/1974,4/25/1974,115,G,H,1.18,47.88806087,CAPITOL LK (THUR),CAPITOL LK REARING,UNDETERMINED MIXED,WA,SPS,DES,6392972
WDFW,chinook,3,1973,1974,4/29/1974,4/29/1974,119,G,H,2.86,63.88892294,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,1048962
UW,chinook,3,1973,1974,5/16/1974,5/16/1974,136,S,H,13.74,106.5073442,PORTAGE BAY/SHIP CNL,PORTAGE BAY HATCHERY,PORTAGE BAY STOCK UW,WA,MPS,LAKW,35894
WDFW,chinook,3,1973,1974,5/22/1974,5/22/1974,142,S,H,5.96,81.14495515,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,700036
WDFW,chinook,3,1973,1974,5/24/1974,5/24/1974,144,S,H,4.44,73.72687168,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,1433637
WDFW,chinook,3,1973,1974,5/27/1974,5/27/1974,147,S,H,4.62,74.6871353,KENDALL CR   01.0406,KENDALL CR HATCHERY,MAY CR       07.0943,WA,NOWA,NOOK,936681
WDFW,chinook,3,1973,1974,5/27/1974,5/27/1974,147,S,H,4.71,75.15782558,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,91488
WDFW,chinook,3,1973,1974,5/30/1974,5/30/1974,150,S,H,5.33,78.24604946,CAPITOL LK (THUR),CAPITOL LK REARING,UNDETERMINED MIXED,WA,SPS,DES,1100000
WDFW,chinook,3,1973,1974,5/31/1974,5/31/1974,151,S,H,9.06,93.00090265,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEORGE ADAMS (PURDY),WA,HOOD,SKDO,1633772
WDFW,chinook,3,1973,1974,6/14/1974,6/14/1974,165,S,H,4.62,74.6871353,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,MPS,PUYA,985000
WDFW,chinook,3,1973,1974,6/14/1974,6/14/1974,165,S,H,5.03,76.78385305,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,667980
WDFW,chinook,3,1973,1974,6/18/1974,6/18/1974,169,S,H,4.11,71.89586428,MINTER CR    15.0048,MINTER CR HATCHERY,ISSAQUAH X RIVERS IN,WA,SPS,EKPS,34210
WDFW,chinook,3,1973,1974,6/19/1974,6/19/1974,170,S,H,7.08,85.82507226,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,WA,SPS,EKPS,171968
WDFW,chinook,1,1960,1962,1/9/1962,1/9/1962,9,S,H,12.25,102.5998789,SKAGIT R     03.0176,MARBLEMOUNT HATCHERY,SKAGIT R     03.0176,WA,NPS,SKAGG,17094
WDFW,chinook,3,1973,1974,6/28/1974,6/28/1974,179,S,H,8.09,89.63403385,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,WA,SPS,EKPS,50064
WDFW,chinook,3,1973,1974,7/1/1974,7/1/1974,182,S,H,4.39,73.45548447,MINTER CR    15.0048,MINTER CR HATCHERY,ISSAQUAH X RIVERS IN,WA,SPS,EKPS,25029
WDFW,chinook,3,1973,1974,7/2/1974,7/2/1974,183,S,H,5.44,78.76826515,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,WA,SPS,EKPS,14893
WDFW,chinook,2,1973,1974,7/11/1974,7/11/1974,192,S,H,7.19,86.25702106,SALT CR      19.0007,SOLDUC HATCHERY,HOOD X SOL DUC,WA,JUAN,LYHO,72450
WDFW,chinook,2,1973,1974,7/11/1974,7/11/1974,192,S,H,5.88,80.78866698,HOKO R       19.0148,SOLDUC HATCHERY,HOOD X SOL DUC,WA,JUAN,LYHO,154000
WDFW,chinook,3,1973,1974,8/1/1974,8/1/1974,213,S,H,4.97,76.4844003,SAMISH R     03.0005,MARBLEMOUNT HATCHERY,GREEN R + SKAGIT R,WA,NOWA,BESA,842933
WDFW,chinook,3,1973,1974,11/7/1974,11/7/1974,311,S,H,48.24,160.3183101,WOODARD BAY,SOUTH SOUND NET PENS,WASHINGTON - GENERAL,WA,SPS,DES,26233
WDFW,chinook,3,1973,1975,2/19/1975,2/19/1975,50,S,H,60.47,172.5590562,SEABECK CR   15.0400,SOUTH SOUND NET PENS,WASHINGTON - GENERAL,WA,HOOD,WKIT,15000
WDFW,chinook,3,1973,1975,2/22/1975,2/22/1975,53,S,H,64.79,176.4802642,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,30520
WDFW,chinook,1,1973,1975,2/27/1975,2/27/1975,58,S,H,45.35,157.1254578,MORSE CR     18.0185,DUNGENESS HATCHERY,COWLITZ R    26.0002,WA,JUAN,ELDU,10000
WDFW,chinook,2,1973,1975,3/5/1975,3/5/1975,64,S,H,75.59,185.5662256,PYSHT R      19.0113,SOLDUC HATCHERY,HOOD X SOL DUC,WA,JUAN,LYHO,23400
WDFW,chinook,3,1973,1975,3/25/1975,3/25/1975,84,S,H,26.67,132.1818719,WALLACE R    07.0940,WALLACE R HATCHERY,GREEN R + SKAGIT R,WA,NPS,SNOH,434310
WDFW,chinook,3,1973,1975,3/26/1975,3/26/1975,85,S,H,28.34,134.8220422,FRIDAY CR    03.0017,SAMISH HATCHERY,GREEN R + SKAGIT R,WA,NOWA,BESA,42816
WDFW,chinook,3,1973,1975,4/7/1975,4/7/1975,97,S,H,113.39,211.7606246,NOOKSACK R   01.0120,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,108016
WDFW,chinook,2,1973,1975,4/7/1975,4/7/1975,97,S,H,82.46,190.8977394,SALT CR      19.0007,SOLDUC HATCHERY,HOOD X SOL DUC,WA,JUAN,LYHO,16280
COOP,chinook,3,1973,1975,4/17/1975,4/17/1975,107,S,H,32.39,140.8156333,TULALIP CR   07.0001,SKYKOMISH +TULALIP H,WASHINGTON - GENERAL,WA,NPS,SNOH,395128
WDFW,chinook,3,1973,1975,5/1/1975,5/1/1975,121,S,H,82.46,190.8977394,ELWHA R      18.0272,DUNGENESS HATCHERY,ELWHA R      18.0272,WA,JUAN,ELDU,59345
WDFW,chinook,3,1995,1996,2/10/1996,2/10/1996,41,E,H,0.45,34.98623677,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,889500
WDFW,chinook,5,1974,1975,2/11/1975,2/11/1975,42,F,H,0.48,35.72926937,SULTAN R     07.0881,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,175023
WDFW,chinook,3,1974,1975,3/31/1975,3/31/1975,90,G,H,1.41,50.74699005,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,96000
WDFW,chinook,3,1974,1975,4/21/1975,4/21/1975,111,G,H,0.9,43.84506059,CAPITOL LK (THUR),VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,SPS,DES,1.00E+06
WDFW,chinook,3,1974,1975,4/30/1975,4/30/1975,120,G,H,1.07,46.38618841,HICKS LK (THUR),VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,SPS,DES,75180
WDFW,chinook,3,1974,1975,5/1/1975,5/1/1975,121,G,H,1.61,52.98691026,SKYKOMISH R  07.0012,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,110040
WDFW,chinook,3,1974,1975,5/1/1975,5/1/1975,121,G,H,1.29,49.29825174,SKYKOMISH R  07.0012,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,119000
WDFW,chinook,3,1974,1975,5/1/1975,5/1/1975,121,G,H,1.61,52.98691026,SKYKOMISH R  07.0012,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,106400
WDFW,chinook,3,1974,1975,5/1/1975,5/1/1975,121,G,H,1.07,46.38618841,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,MPS,PUYA,504000
WDFW,chinook,3,1974,1975,5/1/1975,5/1/1975,121,G,H,1.07,46.38618841,AMERICAN LK (PIER),VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,SPS,CHAM,225000
WDFW,chinook,3,1974,1975,5/2/1975,5/2/1975,122,P,H,3.23,66.47074484,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,176680
WDFW,chinook,3,1974,1975,5/6/1975,5/6/1975,126,G,H,0.98,45.07788342,CROCKETT LK (ISLA),WALLACE R HATCHERY,DESCHUTES R  13.0028,WA,NPS,WICI,275000
WDFW,chinook,3,1974,1975,5/12/1975,5/12/1975,132,S,H,4.11,71.89586428,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,140470
WDFW,chinook,3,1974,1975,5/28/1975,5/28/1975,148,S,H,4.53,74.21022016,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,578099
WDFW,chinook,3,1974,1975,5/28/1975,5/28/1975,148,S,H,4.53,74.21022016,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,652527
WDFW,chinook,3,1974,1975,5/29/1975,5/29/1975,149,S,H,4.27,72.79554013,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,1346959
WDFW,chinook,3,1974,1975,5/29/1975,5/29/1975,149,S,H,4.44,73.72687168,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,1032240
WDFW,chinook,3,1974,1975,5/31/1975,5/31/1975,151,S,H,5.03,76.78385305,CAPITOL LK (THUR),CAPITOL LK REARING,MINTER CR    15.0048,WA,SPS,DES,1147380
WDFW,chinook,3,1974,1975,5/31/1975,5/31/1975,151,S,H,5.03,76.78385305,CAPITOL LK (THUR),CAPITOL LK REARING,DESCHUTES R  13.0028,WA,SPS,DES,249430
WDFW,chinook,3,1974,1975,5/31/1975,5/31/1975,151,S,H,5.03,76.78385305,CAPITOL LK (THUR),CAPITOL LK REARING,FINCH CR     16.0222,WA,SPS,DES,399089
WDFW,chinook,3,1974,1975,5/31/1975,5/31/1975,151,S,H,5.03,76.78385305,CAPITOL LK (THUR),CAPITOL LK REARING,DESCHUTES R  13.0028,WA,SPS,DES,2344647
WDFW,chinook,3,1974,1975,6/3/1975,6/3/1975,154,S,H,5.39,78.53178573,CLALLAM R    19.0129,SOLDUC HATCHERY,DESCHUTES R  13.0028,WA,JUAN,LYHO,84000
WDFW,chinook,3,1974,1975,6/3/1975,6/3/1975,154,S,H,5.39,78.53178573,SALT CR      19.0007,SOLDUC HATCHERY,DESCHUTES R  13.0028,WA,JUAN,LYHO,100800
WDFW,chinook,3,1974,1975,6/3/1975,6/3/1975,154,S,H,5.39,78.53178573,SEKIU R -SF  19.0212,SOLDUC HATCHERY,DESCHUTES R  13.0028,WA,JUAN,LYHO,92400
WDFW,chinook,3,1974,1975,6/4/1975,6/4/1975,155,S,H,4.11,71.89586428,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,928950
WDFW,chinook,3,1974,1975,6/12/1975,6/12/1975,163,P,H,3.14,65.8618868,MINTER CR    15.0048,MINTER CR HATCHERY,RIVERS I X DESCHUTES,WA,SPS,EKPS,140256
WDFW,chinook,3,1974,1975,6/13/1975,6/13/1975,164,S,H,3.53,68.42119941,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,1366017
WDFW,chinook,3,1974,1975,6/15/1975,6/15/1975,166,S,H,8.55,91.26278431,PURDY CR     16.0005,GEORGE ADAMS HATCHERY,GEO.ADAMS + HOOD CNL,WA,HOOD,SKDO,581264
WDFW,chinook,3,1974,1975,6/18/1975,6/18/1975,169,S,H,5.66,79.79170965,ISSAQUAH CR  08.0178,ISSAQUAH HATCHERY,ISSAQUAH CR  08.0178,WA,MPS,LAKW,146160
WDFW,chinook,3,1974,1975,6/20/1975,6/20/1975,171,S,H,4.01,71.32151049,MAY CR       07.0943,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,116003
WDFW,chinook,3,1974,1975,6/21/1975,6/21/1975,172,S,H,4.53,74.21022016,CHAMBERS CR  12.0007,GARRISON HATCHERY,RIVERS I X DESCHUTES,WA,SPS,CHAM,45000
WDFW,chinook,3,1974,1975,6/24/1975,6/24/1975,175,S,H,3.68,69.35468022,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,BIG SOOS CR  09.0072,WA,MPS,PUYA,329025
WDFW,chinook,3,1974,1975,7/3/1975,7/3/1975,184,S,H,6.97,85.38857366,INDIANOLA C 15.0305B,GEORGE ADAMS HATCHERY,GEO.ADAMS + HOOD CNL,WA,MPS,EKPN,39000
WDFW,chinook,3,1974,1975,9/5/1975,9/5/1975,248,S,H,22.67,125.3695091,MINTER CR    15.0048,MINTER CR HATCHERY,BIG SOOS CR  09.0072,WA,SPS,EKPS,451349
WDFW,chinook,3,1974,1975,10/8/1975,10/8/1975,281,S,H,10.54,97.6978235,ECHO BAY -FOX ISLAND,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,SPS,EKPS,30100
WDFW,chinook,3,1974,1975,10/9/1975,10/9/1975,282,S,H,10.54,97.6978235,NOOKSACK -SF 01.0246,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,389924
WDFW,chinook,3,1974,1975,10/10/1975,10/10/1975,283,S,H,10.54,97.6978235,NOOKSACK R -NF 01.0120,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,201412
WDFW,chinook,5,1974,1975,10/25/1975,10/25/1975,298,S,H,21.59,123.3925677,ICY CR       09.0125,SOOS CREEK HATCHERY,SKYKOMISH X COWLITZ,WA,MPS,DUWA,108385
WDFW,chinook,3,1974,1975,11/19/1975,11/19/1975,323,S,H,14.62,108.6822606,NOOKSACK -SF 01.0246,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,46500
WDFW,chinook,3,1974,1975,11/20/1975,11/20/1975,324,S,H,14.62,108.6822606,NOOKSACK R -NF 01.0120,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,418500
WDFW,chinook,3,1975,1976,4/1/1976,4/1/1976,92,G,H,1.88,55.73059671,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,468000
WDFW,chinook,3,1975,1976,4/2/1976,4/2/1976,93,G,H,1.08,46.52691024,MINTER CR    15.0048,MINTER CR HATCHERY,MINTER CR    15.0048,WA,SPS,EKPS,398235
WDFW,chinook,3,1975,1976,5/10/1976,5/10/1976,131,S,H,3.48,68.10410258,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,186030
WDFW,chinook,3,1975,1976,5/13/1976,5/13/1976,134,S,H,5.39,78.53178573,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,199672
WDFW,chinook,3,1975,1976,5/20/1976,5/20/1976,141,S,H,5.59,79.46902417,BIG SOOS CR  09.0072,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,MPS,DUWA,1117694
COOP,chinook,3,1975,1976,6/4/1976,6/4/1976,156,S,H,5.98,81.23352271,SEAHURST CO PARK  09,OCCUPATIONAL SKILLS,BIG SOOS CR  09.0072,WA,MPS,DUWA,7650
WDFW,chinook,1,1975,1976,10/9/1976,10/9/1976,283,G,H,2.66,62.39839262,ICY CR       09.0125,SOOS CREEK HATCHERY,SOL DUC R   20.0096,WA,MPS,DUWA,950540
WDFW,chinook,3,1975,1976,11/30/1976,11/30/1976,335,S,H,30.23,137.6863619,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,37695
WDFW,chinook,1,1975,1977,2/26/1977,2/26/1977,57,S,H,45.35,157.1254578,FINCH CR     16.0222,HOODSPORT HATCHERY,FINCH CR     16.0222,WA,HOOD,SKDO,64584
